Molecule,Canonical SMILES,Formula,MW,#Heavy atoms,#Aromatic heavy atoms,Fraction Csp3,#Rotatable bonds,#H-bond acceptors,#H-bond donors,MR,TPSA,iLOGP,XLOGP3,WLOGP,MLOGP,Silicos-IT Log P,Consensus Log P,ESOL Log S,ESOL Solubility (mg/ml),ESOL Solubility (mol/l),ESOL Class,Ali Log S,Ali Solubility (mg/ml),Ali Solubility (mol/l),Ali Class,Silicos-IT LogSw,Silicos-IT Solubility (mg/ml),Silicos-IT Solubility (mol/l),Silicos-IT class,GI absorption,BBB permeant,Pgp substrate,CYP1A2 inhibitor,CYP2C19 inhibitor,CYP2C9 inhibitor,CYP2D6 inhibitor,CYP3A4 inhibitor,log Kp (cm/s),Lipinski #violations,Ghose #violations,Veber #violations,Egan #violations,Muegge #violations,Bioavailability Score,PAINS #alerts,Brenk #alerts,Leadlikeness #violations,Synthetic Accessibility
Molecule 1,ClCC(=O)N1CCCc2c1ccc(c2)OC,C12H14ClNO2,239.7,16,6,0.42,3,2,0,67.54,29.54,2.35,2.27,1.83,1.99,2.65,2.22,-2.84,3.50e-01,1.46e-03,Soluble,-2.53,7.12e-01,2.97e-03,Soluble,-3.67,5.15e-02,2.15e-04,Soluble,High,Yes,No,Yes,No,No,No,No,-6.15,0,0,0,0,0,0.55,0,1,1,1.96
Molecule 2,C=CC(=O)N(c1ccccc1)c1ccc(cc1)Br,C15H12BrNO,302.17,18,12,0,4,1,0,77.93,20.31,3.07,4.29,4.3,4.09,3.54,3.86,-4.65,6.84e-03,2.26e-05,Moderately soluble,-4.43,1.12e-02,3.72e-05,Moderately soluble,-5.49,9.87e-04,3.27e-06,Moderately soluble,High,Yes,No,Yes,Yes,Yes,Yes,No,-5.1,0,0,0,0,0,0.55,0,1,1,2.11
Molecule 3,ClCC(=O)NCCOCCC(C)C,C9H18ClNO2,207.7,13,0,0.89,8,2,1,54.26,38.33,2.28,1.7,1.4,1.29,2.06,1.75,-1.67,4.43e+00,2.13e-02,Very soluble,-2.12,1.57e+00,7.58e-03,Soluble,-3.09,1.69e-01,8.13e-04,Soluble,High,Yes,No,No,No,No,No,No,-6.36,0,0,0,0,0,0.55,0,1,2,2.13
Molecule 4,C=CC(=O)N1CC(C1)c1ccccc1,C12H13NO,187.24,14,6,0.25,3,1,0,59.87,20.31,2.38,1.84,1.42,1.97,2.33,1.99,-2.28,9.84e-01,5.26e-03,Soluble,-1.89,2.43e+00,1.30e-02,Very soluble,-2.73,3.49e-01,1.87e-03,Soluble,High,Yes,No,No,Yes,No,No,No,-6.14,0,0,0,0,1,0.55,0,1,1,1.28
Molecule 5,C=CC(=O)N1CC(C1)n1cccn1,C9H11N3O,177.2,13,5,0.33,3,2,0,51.95,38.13,1.83,0.06,0.07,0.22,0.28,0.49,-1.06,1.53e+01,8.65e-02,Very soluble,-0.41,6.83e+01,3.85e-01,Very soluble,-0.74,3.24e+01,1.83e-01,Soluble,High,No,No,No,No,No,No,No,-7.34,0,0,0,0,1,0.55,0,1,1,1.8
Molecule 6,C=CC(=O)N1CC2(C1c1ccccc1)CCOCC2,C16H19NO2,257.33,19,6,0.44,3,2,0,77.8,29.54,2.62,2.07,1.85,2.13,2.92,2.32,-2.78,4.32e-01,1.68e-03,Soluble,-2.32,1.23e+00,4.79e-03,Soluble,-3.57,6.93e-02,2.69e-04,Soluble,High,Yes,No,No,No,Yes,Yes,No,-6.4,0,0,0,0,0,0.55,0,1,0,2.82
Molecule 7,C=CC(=O)N1Cc2c(C1)cccn2,C10H10N2O,174.2,13,6,0.2,2,2,0,53.01,33.2,1.72,0.35,0.43,0.52,1.7,0.94,-1.35,7.78e+00,4.47e-02,Very soluble,-0.61,4.26e+01,2.45e-01,Very soluble,-2.3,8.67e-01,4.98e-03,Soluble,High,No,No,No,No,No,No,No,-7.11,0,0,0,0,1,0.55,0,1,1,1.78
Molecule 8,C=CC(=O)N1CCC(CC1)c1nocc1,C11H14N2O2,206.24,15,5,0.45,3,3,0,59.54,46.34,2.16,1.03,1.19,0.82,1.68,1.37,-1.82,3.15e+00,1.53e-02,Very soluble,-1.59,5.26e+00,2.55e-02,Very soluble,-2.13,1.52e+00,7.36e-03,Soluble,High,Yes,No,No,No,No,No,No,-6.83,0,0,0,0,0,0.55,0,1,1,2.44
Molecule 9,C=CC(=O)N1CCC2(CC1)OCCc1c2cccc1,C16H19NO2,257.33,19,6,0.44,2,2,0,78.11,29.54,2.79,2.04,1.77,2.13,3.09,2.37,-2.82,3.87e-01,1.51e-03,Soluble,-2.29,1.32e+00,5.15e-03,Soluble,-3.8,4.08e-02,1.58e-04,Soluble,High,Yes,No,No,No,Yes,Yes,No,-6.42,0,0,0,0,0,0.55,0,1,0,2.91
Molecule 10,C=CC(=O)N1CCCC(C1)c1ccccn1,C13H16N2O,216.28,16,6,0.38,3,2,0,67.28,33.2,2.34,1.52,1.59,1.37,2.28,1.82,-2.22,1.31e+00,6.05e-03,Soluble,-1.83,3.23e+00,1.49e-02,Very soluble,-2.92,2.59e-01,1.20e-03,Soluble,High,Yes,No,No,No,No,No,No,-6.54,0,0,0,0,0,0.55,0,1,1,2.41
Molecule 11,C=CC(=O)N1CCCC(C1)n1nncc1,C10H14N4O,206.24,15,5,0.5,3,3,0,59.36,51.02,1.96,0.23,0.25,0.51,0.24,0.64,-1.31,1.00e+01,4.87e-02,Very soluble,-0.86,2.84e+01,1.38e-01,Very soluble,-0.93,2.41e+01,1.17e-01,Soluble,High,No,No,No,No,No,No,No,-7.39,0,0,0,0,0,0.55,0,1,1,2.69
Molecule 12,C=CC(=O)N1CCCC(CC1)n1nncc1,C11H16N4O,220.27,16,5,0.55,3,3,0,64.16,51.02,1.94,0.59,0.64,0.8,0.47,0.89,-1.61,5.40e+00,2.45e-02,Very soluble,-1.23,1.28e+01,5.82e-02,Very soluble,-1.21,1.35e+01,6.12e-02,Soluble,High,Yes,No,No,No,No,No,No,-7.22,0,0,0,0,0,0.55,0,1,1,2.77
Molecule 13,C=CC(=O)N1CCN(c2c1cccc2)C1CC1,C14H16N2O,228.29,17,6,0.36,3,1,0,75.45,23.55,2.59,2.32,1.36,2.17,1.98,2.08,-2.78,3.79e-01,1.66e-03,Soluble,-2.45,8.04e-01,3.52e-03,Soluble,-2.62,5.44e-01,2.38e-03,Soluble,High,Yes,No,Yes,Yes,No,Yes,No,-6.05,0,0,0,0,0,0.55,0,1,1,2.26
Molecule 14,C=CC(=O)N1CCN(CC1)C(=O)CCOc1ccccc1,C16H20N2O3,288.34,21,6,0.38,7,3,0,87.63,49.85,2.82,1.19,0.55,1.05,1.91,1.5,-2.13,2.15e+00,7.47e-03,Soluble,-1.83,4.24e+00,1.47e-02,Very soluble,-3.07,2.47e-01,8.57e-04,Soluble,High,Yes,No,No,No,No,No,No,-7.21,0,0,0,0,0,0.55,0,1,0,2.18
Molecule 15,C=CC(=O)N1CCN(CC1)C(=O)NC1CCCCC1,C14H23N3O2,265.35,19,0,0.71,5,2,1,81.92,52.65,2.66,1.22,0.6,1.34,0.93,1.35,-1.92,3.16e+00,1.19e-02,Very soluble,-1.92,3.17e+00,1.19e-02,Very soluble,-1.5,8.47e+00,3.19e-02,Soluble,High,Yes,No,Yes,No,No,No,No,-7.05,0,0,0,0,0,0.55,0,1,0,2.6
Molecule 16,C=CC(=O)N1CCn2c(C1)cc1c2cccc1,C14H14N2O,226.27,17,9,0.21,2,1,0,71.82,25.24,2.41,1.63,1.64,1.73,2.04,1.89,-2.53,6.68e-01,2.95e-03,Soluble,-1.77,3.82e+00,1.69e-02,Very soluble,-3.03,2.13e-01,9.40e-04,Soluble,High,Yes,No,Yes,Yes,No,No,No,-6.52,0,0,0,0,0,0.55,0,1,1,2.23
Molecule 17,C=CC(=O)N1CC(Cn2ccnn2)OCC1,C10H14N4O2,222.24,16,5,0.5,4,4,0,60.44,60.25,1.94,-0.6,-0.69,-0.31,-0.01,0.07,-0.81,3.46e+01,1.56e-01,Very soluble,-0.19,1.42e+02,6.40e-01,Very soluble,-0.8,3.52e+01,1.58e-01,Soluble,High,No,No,No,No,No,No,No,-8.08,0,1,0,0,0,0.55,0,1,1,2.97
Molecule 18,C=CC(=O)N1CCS(=O)(=O)c2c(C1)cccc2,C12H13NO3S,251.3,17,6,0.25,2,3,0,68.15,62.83,1.69,0.82,1.54,1.16,1.4,1.32,-2.04,2.27e+00,9.04e-03,Soluble,-1.72,4.77e+00,1.90e-02,Very soluble,-2.89,3.24e-01,1.29e-03,Soluble,High,Yes,No,No,No,No,No,No,-7.25,0,0,0,0,0,0.55,0,1,0,2.72
Molecule 19,C=CC(=O)N1C[C@@H]2NC(=O)OC[C@H]2CC1,C10H14N2O3,210.23,15,0,0.6,2,3,1,60.88,58.64,1.65,0.26,-0.63,0.24,0.33,0.37,-1.18,1.40e+01,6.68e-02,Very soluble,-1.05,1.86e+01,8.86e-02,Very soluble,-0.78,3.51e+01,1.67e-01,Soluble,High,No,No,No,No,No,No,No,-7.4,0,1,0,0,0,0.55,0,1,1,3.19
Molecule 20,C=CC(=O)N1CN(C(=O)C1)Cc1ccccc1,C13H14N2O2,230.26,17,6,0.23,4,2,0,71.68,40.62,2.28,1.21,0.09,1.24,1.52,1.27,-2.03,2.16e+00,9.39e-03,Soluble,-1.66,5.04e+00,2.19e-02,Very soluble,-2.6,5.84e-01,2.54e-03,Soluble,High,No,No,Yes,Yes,No,No,No,-6.85,0,0,0,0,0,0.55,0,1,1,1.93
Molecule 21,C=CC(=O)NC(c1ccccn1)C1CCC1,C13H16N2O,216.28,16,6,0.38,5,2,1,63.27,41.99,2.05,1.91,1.9,1.37,2.55,1.96,-2.33,1.01e+00,4.66e-03,Soluble,-2.41,8.32e-01,3.85e-03,Soluble,-3.4,8.51e-02,3.94e-04,Soluble,High,Yes,No,No,No,No,No,No,-6.26,0,0,0,0,0,0.55,0,1,1,2.46
Molecule 22,C=CC(=O)NC(c1ncccn1)CC1CCCCC1,C15H21N3O,259.35,19,6,0.53,6,3,1,75.48,54.88,2.41,3.07,2.47,1.44,2.88,2.45,-3.22,1.56e-01,6.03e-04,Soluble,-3.89,3.35e-02,1.29e-04,Soluble,-3.99,2.64e-02,1.02e-04,Soluble,High,Yes,No,No,Yes,No,No,No,-5.7,0,0,0,0,0,0.55,0,1,0,2.87
Molecule 23,C=CC(=O)NC(c1ncco1)Cc1ccccc1,C14H14N2O2,242.27,18,11,0.14,6,3,1,67.71,55.13,2.43,2.07,1.94,0.98,2.71,2.03,-2.7,4.81e-01,1.98e-03,Soluble,-2.86,3.37e-01,1.39e-03,Soluble,-4.66,5.28e-03,2.18e-05,Moderately soluble,High,Yes,No,No,Yes,No,No,No,-6.31,0,0,0,0,0,0.55,0,1,1,2.98
Molecule 24,C=CC(=O)NC1(CCOCC1)c1ccccc1,C14H17NO2,231.29,17,6,0.36,4,2,1,66.44,38.33,2.2,1.82,1.89,1.63,2.9,2.09,-2.42,8.84e-01,3.82e-03,Soluble,-2.24,1.32e+00,5.69e-03,Soluble,-3.97,2.49e-02,1.08e-04,Soluble,High,Yes,No,No,No,No,No,No,-6.42,0,0,0,0,0,0.55,0,1,1,1.81
Molecule 25,C=CC(=O)NC1CC21CCCc1c2cccc1,C15H17NO,227.3,17,6,0.4,3,1,1,68.21,29.1,2.34,3.02,2.34,2.77,3.29,2.75,-3.22,1.39e-01,6.09e-04,Soluble,-3.3,1.15e-01,5.06e-04,Soluble,-4.27,1.22e-02,5.38e-05,Moderately soluble,High,Yes,No,No,No,Yes,Yes,No,-5.54,0,0,0,0,0,0.55,0,1,1,3.12
Molecule 26,C=CC(=O)NC1CCC2(CC1)OCCO2,C11H17NO3,211.26,15,0,0.73,3,3,1,55.5,47.56,2.3,0.86,0.97,0.64,1.65,1.28,-1.49,6.78e+00,3.21e-02,Very soluble,-1.44,7.63e+00,3.61e-02,Very soluble,-1.79,3.42e+00,1.62e-02,Soluble,High,Yes,No,No,No,No,No,No,-6.98,0,0,0,0,0,0.55,0,1,1,2.65
Molecule 27,C=CC(=O)NC1CCCN(C1)c1ccccc1,C14H18N2O,230.31,17,6,0.36,4,1,1,72.84,32.34,2.4,2.5,1.58,1.9,2.03,2.08,-2.84,3.33e-01,1.45e-03,Soluble,-2.82,3.45e-01,1.50e-03,Soluble,-3.35,1.04e-01,4.52e-04,Soluble,High,Yes,No,Yes,No,No,No,No,-5.93,0,0,0,0,0,0.55,0,1,1,2.31
Molecule 28,C=CC(=O)NC1CCCNC1=O,C8H12N2O2,168.19,12,0,0.5,3,2,2,47.9,58.2,1.38,0,-0.81,-0.37,0.59,0.16,-0.68,3.48e+01,2.07e-01,Very soluble,-0.77,2.83e+01,1.69e-01,Very soluble,-1.42,6.42e+00,3.82e-02,Soluble,High,No,No,No,No,No,No,No,-7.33,0,1,0,0,1,0.55,0,1,1,2.16
Molecule 29,C=CC(=O)NC1CCCOc2c1cccc2,C13H15NO2,217.26,16,6,0.31,3,2,1,62.35,38.33,2.38,2.12,1.88,1.63,2.43,2.09,-2.6,5.43e-01,2.50e-03,Soluble,-2.56,6.04e-01,2.78e-03,Soluble,-3.47,7.36e-02,3.39e-04,Soluble,High,Yes,No,Yes,No,No,No,No,-6.12,0,0,0,0,0,0.55,0,1,1,2.75
Molecule 30,C=CC(=O)NC1CCN(C1)c1ccccc1,C13H16N2O,216.28,16,6,0.31,4,1,1,68.03,32.34,2.19,2.15,1.19,1.63,1.78,1.79,-2.55,6.11e-01,2.83e-03,Soluble,-2.46,7.48e-01,3.46e-03,Soluble,-3.07,1.86e-01,8.59e-04,Soluble,High,Yes,No,Yes,No,No,No,No,-6.09,0,0,0,0,0,0.55,0,1,1,2.29
Molecule 31,C=CC(=O)NC1CCN(C1=O)c1ccccc1,C13H14N2O2,230.26,17,6,0.23,4,2,1,68.23,49.41,1.84,1.38,0.71,1.11,1.46,1.3,-2.13,1.69e+00,7.34e-03,Soluble,-2.02,2.19e+00,9.53e-03,Soluble,-2.96,2.55e-01,1.11e-03,Soluble,High,Yes,No,No,No,No,No,No,-6.72,0,0,0,0,0,0.55,0,1,1,2.36
Molecule 32,C=CC(=O)NC1CCN(CC1)C(=O)c1ccco1,C13H16N2O3,248.28,18,5,0.38,5,3,1,69.78,62.55,2.28,1.24,0.81,0.32,1.32,1.19,-2.04,2.28e+00,9.20e-03,Soluble,-2.15,1.75e+00,7.06e-03,Soluble,-2.51,7.74e-01,3.12e-03,Soluble,High,No,No,Yes,No,No,No,No,-6.93,0,0,0,0,0,0.55,0,1,1,2.31
Molecule 33,C=CC(=O)NC1CCN(C1=O)Cc1ccccc1,C14H16N2O2,244.29,18,6,0.29,5,2,1,72.48,49.41,2.18,1.32,0.56,1.1,1.83,1.4,-2.1,1.93e+00,7.89e-03,Soluble,-1.96,2.69e+00,1.10e-02,Very soluble,-3.36,1.07e-01,4.39e-04,Soluble,High,Yes,No,No,No,No,No,No,-6.85,0,0,0,0,0,0.55,0,1,1,2.27
Molecule 34,C=CC(=O)NC1CCOC2(C1)CSCC2,C11H17NO2S,227.32,15,0,0.73,3,2,1,62,63.63,2.12,1.2,1.34,1.09,2.21,1.59,-1.81,3.54e+00,1.56e-02,Very soluble,-2.13,1.67e+00,7.37e-03,Soluble,-2.16,1.57e+00,6.90e-03,Soluble,High,Yes,No,No,No,No,No,No,-6.83,0,0,0,0,0,0.55,0,1,1,3.95
Molecule 35,C=CC(=O)NC1CCOc2c1cccc2,C12H13NO2,203.24,15,6,0.25,3,2,1,57.54,38.33,2.17,1.76,1.49,1.36,2.17,1.79,-2.31,1.00e+00,4.93e-03,Soluble,-2.18,1.34e+00,6.57e-03,Soluble,-3.19,1.32e-01,6.47e-04,Soluble,High,Yes,No,Yes,No,No,No,No,-6.29,0,0,0,0,0,0.55,0,1,1,2.48
Molecule 36,C=CC(=O)NC1CS(=O)(=O)Cc2c1cccc2,C12H13NO3S,251.3,17,6,0.25,3,3,1,64.98,71.62,1.27,0.61,1.56,0.89,1.46,1.16,-1.85,3.59e+00,1.43e-02,Very soluble,-1.69,5.15e+00,2.05e-02,Very soluble,-3.37,1.06e-01,4.23e-04,Soluble,High,Yes,No,No,No,No,No,No,-7.4,0,0,0,0,0,0.55,0,1,0,3.2
Molecule 37,C=CC(=O)Nc1ccc(cc1)C1CC1,C12H13NO,187.24,14,6,0.25,4,1,1,57.55,29.1,2.24,2.6,2.43,2.24,2.78,2.46,-2.69,3.81e-01,2.03e-03,Soluble,-2.86,2.58e-01,1.38e-03,Soluble,-3.44,6.74e-02,3.60e-04,Soluble,High,Yes,No,Yes,Yes,No,No,No,-5.6,0,0,0,0,1,0.55,0,1,1,1.37
Molecule 38,C=CC(=O)Nc1ccc2c(c1)COC2,C11H11NO2,189.21,14,6,0.18,3,2,1,53.99,38.33,1.94,0.91,1.35,1.08,2.33,1.52,-1.71,3.73e+00,1.97e-02,Very soluble,-1.3,9.47e+00,5.01e-02,Very soluble,-3.14,1.38e-01,7.29e-04,Soluble,High,Yes,No,Yes,No,No,No,No,-6.81,0,0,0,0,1,0.55,0,1,1,1.81
Molecule 39,C=CC(=O)Nc1ccc2c(c1)CCC(=O)N2CC1CC1,C16H18N2O2,270.33,20,6,0.38,5,2,1,82.4,49.41,2.54,1.76,1.87,2.14,2.76,2.21,-2.52,8.22e-01,3.04e-03,Soluble,-2.42,1.04e+00,3.84e-03,Soluble,-3.9,3.37e-02,1.25e-04,Soluble,High,Yes,Yes,Yes,Yes,No,No,No,-6.7,0,0,0,0,0,0.55,0,1,0,2.25
Molecule 40,C=CC(=O)Nc1ccc2c(c1)oc(n2)N1CCOCC1,C14H15N3O3,273.29,20,9,0.29,4,4,1,78.38,67.6,2.44,1.61,1.22,0.86,1.72,1.57,-2.62,6.59e-01,2.41e-03,Soluble,-2.64,6.24e-01,2.28e-03,Soluble,-3.55,7.76e-02,2.84e-04,Soluble,High,Yes,No,Yes,No,No,No,No,-6.82,0,0,0,0,0,0.55,0,1,0,2.99
Molecule 41,C=CC(=O)Nc1ccc2c(c1)CC(=O)N2,C11H10N2O2,202.21,15,6,0.09,3,2,2,60.38,58.2,1.45,0.54,0.54,0.82,1.7,1.01,-1.53,5.94e+00,2.94e-02,Very soluble,-1.33,9.38e+00,4.64e-02,Very soluble,-3.34,9.22e-02,4.56e-04,Soluble,High,No,No,Yes,No,No,No,No,-7.15,0,0,0,0,0,0.55,0,1,1,1.77
Molecule 42,C=CC(=O)Nc1ccc2c(n1)OCCO2,C10H10N2O3,206.2,15,6,0.2,3,4,1,53.75,60.45,1.23,1,0.79,0.46,1.46,0.99,-1.85,2.94e+00,1.42e-02,Very soluble,-1.86,2.86e+00,1.39e-02,Very soluble,-2.51,6.37e-01,3.09e-03,Soluble,High,Yes,No,No,No,No,No,No,-6.85,0,0,0,0,0,0.55,0,1,1,2.77
Molecule 43,C=CC(=O)Nc1ccccc1C1CCC(=O)N1,C13H14N2O2,230.26,17,6,0.23,4,2,2,69.28,58.2,1.87,0.9,0.87,1.11,2.04,1.36,-1.83,3.39e+00,1.47e-02,Very soluble,-1.71,4.52e+00,1.96e-02,Very soluble,-3.67,4.92e-02,2.14e-04,Soluble,High,Yes,No,No,No,No,No,No,-7.07,0,0,0,0,0,0.55,0,1,1,2.37
Molecule 44,C=CC(=O)NCC(=O)Nc1ccc2c(c1)OCCO2,C13H14N2O4,262.26,19,6,0.23,6,4,2,68.57,76.66,2.1,0.75,0.51,0,1.48,0.97,-1.78,4.39e+00,1.67e-02,Very soluble,-1.94,3.02e+00,1.15e-02,Very soluble,-3.28,1.36e-01,5.20e-04,Soluble,High,No,No,No,No,No,No,No,-7.37,0,0,0,0,0,0.55,0,1,0,2.5
Molecule 45,C=CC(=O)NCC1(CCCC1)N1CCSCC1,C13H22N2OS,254.39,17,0,0.77,5,2,1,77.34,57.64,2.55,1.68,1.27,1.64,2.58,1.94,-2.15,1.82e+00,7.15e-03,Soluble,-2.5,7.95e-01,3.13e-03,Soluble,-2.67,5.45e-01,2.14e-03,Soluble,High,Yes,No,No,No,No,No,No,-6.66,0,0,0,0,0,0.55,0,1,0,2.42
Molecule 46,C=CC(=O)NCC1(CCOCC1)c1ccccc1,C15H19NO2,245.32,18,6,0.4,5,2,1,71.25,38.33,2.49,2.23,2.04,1.89,3.27,2.38,-2.68,5.10e-01,2.08e-03,Soluble,-2.67,5.24e-01,2.14e-03,Soluble,-4.37,1.04e-02,4.25e-05,Moderately soluble,High,Yes,No,No,Yes,No,No,No,-6.21,0,0,0,0,0,0.55,0,1,1,1.92
Molecule 47,C=CC(=O)NCc1ccno1,C7H8N2O2,152.15,11,5,0.14,4,3,1,38.42,55.13,1.48,0.11,0.32,-0.43,0.93,0.48,-0.92,1.81e+01,1.19e-01,Very soluble,-0.82,2.29e+01,1.50e-01,Very soluble,-2.07,1.29e+00,8.45e-03,Soluble,High,No,No,No,No,No,No,No,-7.15,0,3,0,0,1,0.55,0,1,1,2.22
Molecule 48,C=CC(=O)NCc1nc2n(c1)cccc2,C11H11N3O,201.22,15,9,0.09,4,2,1,57.11,46.4,2.08,0.97,0.98,0.47,1.11,1.12,-1.88,2.66e+00,1.32e-02,Very soluble,-1.53,5.91e+00,2.94e-02,Very soluble,-2.94,2.30e-01,1.14e-03,Soluble,High,Yes,No,Yes,No,No,No,No,-6.84,0,0,0,0,0,0.55,0,1,1,2.03
Molecule 49,C=CC(=O)NCc1cnc(s1)N1CCOCC1,C11H15N3O2S,253.32,17,5,0.45,5,3,1,69.76,82.7,2.18,0.77,0.25,-0.15,2.3,1.07,-1.78,4.17e+00,1.65e-02,Very soluble,-2.09,2.07e+00,8.19e-03,Soluble,-2.34,1.17e+00,4.61e-03,Soluble,High,No,No,No,No,No,No,No,-7.3,0,0,0,0,0,0.55,0,1,0,3.07
Molecule 50,C=CC(=O)NCc1coc(n1)c1ccccc1,C13H12N2O2,228.25,17,11,0.08,5,3,1,63.85,55.13,2.39,1.74,1.99,0.99,2.64,1.95,-2.5,7.22e-01,3.16e-03,Soluble,-2.51,6.98e-01,3.06e-03,Soluble,-4.61,5.55e-03,2.43e-05,Moderately soluble,High,Yes,No,Yes,Yes,No,No,No,-6.46,0,0,0,0,0,0.55,0,1,1,2.63
Molecule 51,C=CC(=O)NCc1coc2c1cccc2,C12H11NO2,201.22,15,9,0.08,4,2,1,58.13,42.24,2.11,2.03,2.08,1.2,2.6,2,-2.55,5.72e-01,2.84e-03,Soluble,-2.54,5.74e-01,2.85e-03,Soluble,-4.14,1.45e-02,7.19e-05,Moderately soluble,High,Yes,No,Yes,Yes,No,No,No,-6.09,0,0,0,0,0,0.55,0,1,1,2.37
Molecule 52,C=CC(=O)NCc1[nH]cc(n1)c1cccc(c1)C#N,C14H12N4O,252.27,19,11,0.07,5,3,2,70.65,81.57,1.28,1.18,1.6,0.08,2.79,1.39,-2.25,1.43e+00,5.68e-03,Soluble,-2.49,8.19e-01,3.25e-03,Soluble,-4.7,5.09e-03,2.02e-05,Moderately soluble,High,No,No,Yes,No,No,No,No,-7,0,0,0,0,0,0.55,0,1,0,2.54
Molecule 53,C=CC(=O)NCc1nn(c2c1CCC2)c1ccccc1,C16H17N3O,267.33,20,11,0.25,5,2,1,78.1,46.92,2.79,2.32,2.01,2.16,2.9,2.44,-3.04,2.46e-01,9.20e-04,Soluble,-2.94,3.04e-01,1.14e-03,Soluble,-4.61,6.56e-03,2.45e-05,Moderately soluble,High,Yes,No,Yes,Yes,No,Yes,No,-6.28,0,0,0,0,0,0.55,0,1,0,2.83
